context_pressure,group,historical_access,label,label_note,measurement_quality,prior_signal,split_key,true_probability,unit_id
0.496121,lower_context_pressure,0.527606,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.35829,0.11912,0.6010306523850866,0.254809,1
0.659742,high_context_pressure,0.268534,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.596766,0.556559,0.7681153229691415,0.477869,2
0.59007,high_context_pressure,0.431403,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.586093,0.751026,0.44965483256793637,0.508724,3
0.559372,lower_context_pressure,0.261927,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.655609,0.814763,0.25151310375077907,0.46064,4
0.538561,lower_context_pressure,0.781477,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,1.0,0.979912,0.34039457209158663,0.356728,5
0.543278,lower_context_pressure,0.706085,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.661023,0.557451,0.7039755412669133,0.310165,6
0.627442,high_context_pressure,0.423169,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.945628,0.577423,0.5857178163114862,0.3666,7
0.747135,high_context_pressure,0.652078,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.792251,0.498455,0.6001652469890821,0.380237,8
0.493133,lower_context_pressure,0.176028,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.768846,0.491031,0.5179872349290039,0.315397,9
0.449051,lower_context_pressure,0.63248,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.753154,0.025376,0.7046626398206989,0.149889,10
0.840913,high_context_pressure,0.315472,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.928162,0.886825,0.8859212109596524,0.555981,11
0.399681,lower_context_pressure,0.593472,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.713975,0.626671,0.9872256217812492,0.297804,12
0.513461,lower_context_pressure,0.365507,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.409874,0.545632,0.4788929060466163,0.401373,13
0.512874,lower_context_pressure,0.629823,1,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,1.0,0.88445,0.0331092637020628,0.337569,14
0.517834,lower_context_pressure,0.288965,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.517916,0.655643,0.26011051753646075,0.423957,15
0.210755,lower_context_pressure,0.523472,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.617198,0.485569,0.5578380053035731,0.242408,16
0.539152,lower_context_pressure,0.607532,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.808336,0.907266,0.7850840312407881,0.401953,17
0.09739,lower_context_pressure,0.69616,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.612141,0.515173,0.8424397761223791,0.211378,18
0.628022,high_context_pressure,0.439897,0,Synthetic label generated from a known process; real labels are often proxy measurements and require review.,0.776128,0.479146,0.41131083776323996,0.372878,19
