"step","learning_rate","weight","bias","loss"
0,0.08,0,0,10.1892666666667
1,0.08,0.5824,0.239288888888889,5.85623045135802
2,0.08,1.00949333333333,0.440291555555556,3.41551220668365
3,0.08,1.32269511111111,0.609133795555556,2.02497396955491
4,0.08,1.55237641481481,0.750961277155556,1.22215480860991
5,0.08,1.7208093708642,0.870096361699556,0.751595381624612
6,0.08,1.84432687196708,0.970169832716516,0.471146794522797
7,0.08,1.93490637277586,1.05423154837076,0.300999851437358
8,0.08,2.00133134003563,1.12484338952033,0.195860822515408
9,0.08,2.05004298269279,1.18415733608597,0.12969656881215
10,0.08,2.08576485397472,1.2339810512011,0.0873250414328746
11,0.08,2.11196089291479,1.27583297189781,0.0597476489322045
12,0.08,2.13117132147085,1.31098858528305,0.041536662221046
13,0.08,2.14525896907862,1.34051930052665,0.0293579330817195
14,0.08,2.15558991065766,1.36532510133128,0.0211254400817756
15,0.08,2.16316593448228,1.38616197400716,0.0155106330742265
16,0.08,2.16872168528701,1.4036649470549,0.0116531756783157
17,0.08,2.1727959025438,1.41836744441501,0.00898747108137223
18,0.08,2.17578366186546,1.4307175421975,0.00713672857703542
19,0.08,2.177974685368,1.44109162433479,0.00584707407829196
20,0.08,2.17958143593653,1.44980585333011,0.00494582168126888
21,0.08,2.18075971968679,1.45712580568618,0.0043145916161166
22,0.08,2.18162379443698,1.46327456566528,0.00387171981000584
23,0.08,2.18225744925379,1.46843952404772,0.00356058688348583
24,0.08,2.18272212945278,1.47277808908898,0.00334178148077544
25,0.08,2.18306289493204,1.47642248372363,0.0031877849611532
26,0.08,2.18331278961683,1.47948377521674,0.00307933613369069
27,0.08,2.18349604571901,1.48205526007095,0.00300292817494748
28,0.08,2.18363043352727,1.48421530734849,0.00294907577527447
29,0.08,2.18372898458667,1.48602974706162,0.00291111035663389
30,0.08,2.18380125536356,1.48755387642065,0.00288433961494247
31,0.08,2.18385425393327,1.48883414508223,0.00286545967552443
32,0.08,2.18389311955107,1.48990957075796,0.00285214309696549
33,0.08,2.18392162100412,1.49081292832558,0.00284274966540108
34,0.08,2.18394252206969,1.49157174868238,0.00283612313697051
35,0.08,2.18395784951777,1.49220915778208,0.0028314482527438
36,0.08,2.18396908964636,1.49274458142584,0.00282815008155479
37,0.08,2.18397733240733,1.49319433728659,0.00282582312166019
38,0.08,2.18398337709871,1.49357213220963,0.00282418134228414
39,0.08,2.18398780987239,1.49388947994498,0.00282302296918577
40,0.08,2.18399106057309,1.49415605204267,0.00282220565685175
41,0.08,2.18399344442026,1.49437997260473,0.00282162898048057
42,0.08,2.18399519257486,1.49456806587686,0.00282122208796466
43,0.08,2.1839964745549,1.49472606422545,0.00282093499016158
44,0.08,2.18399741467359,1.49485878283827,0.00282073241693966
45,0.08,2.18399810409397,1.49497026647304,0.00282058948288114
46,0.08,2.18399860966891,1.49506391272624,0.00282048862947356
47,0.08,2.18399898042387,1.49514257557893,0.00282041746777391
48,0.08,2.18399925231084,1.49520865237519,0.00282036725632854
49,0.08,2.18399945169461,1.49526415688405,0.00282033182726707
50,0.08,2.18399959790938,1.49531078067149,0.00282030682859359
51,0.08,2.18399970513355,1.49534994465294,0.00282028918956842
52,0.08,2.1839997837646,1.49538284239736,0.0028202767434932
53,0.08,2.18399984142737,1.49541047650267,0.00282026796155375
54,0.08,2.18399988371341,1.49543368915113,0.00282026176502331
55,0.08,2.18399991472317,1.49545318777584,0.0028202573927547
56,0.08,2.18399993746365,1.49546956662059,0.0028202543076837
57,0.08,2.18399995414001,1.49548332485019,0.00282025213085855
58,0.08,2.18399996636934,1.49549488176305,0.00282025059489124
59,0.08,2.18399997533752,1.49550458956985,0.00282024951111297
60,0.08,2.18399998191418,1.49551274412756,0.00282024874639916
61,0.08,2.18399998673707,1.49551959395604,0.00282024820681718
62,0.08,2.18399999027385,1.49552534781196,0.00282024782608819
63,0.08,2.18399999286749,1.49553018105094,0.00282024755744582
64,0.08,2.18399999476949,1.49553424097168,0.00282024736789178
65,0.08,2.18399999616429,1.4955376513051,0.00282024723414245
66,0.08,2.18399999718715,1.49554051598517,0.00282024713976894
67,0.08,2.18399999793724,1.49554292231643,0.00282024707317897
68,0.08,2.18399999848731,1.49554494363469,0.00282024702619311
69,0.08,2.18399999889069,1.49554664154203,0.00282024699303988
70,0.08,2.18399999918651,1.49554806778419,0.00282024696964696
71,0.08,2.18399999940344,1.49554926582761,0.00282024695314092
72,0.08,2.18399999956252,1.49555027218408,0.00282024694149426
73,0.08,2.18399999967918,1.49555111752352,0.00282024693327637
74,0.08,2.18399999976473,1.49555182760864,0.00282024692747783
75,0.08,2.18399999982747,1.49555242408015,0.00282024692338638
76,0.08,2.18399999987348,1.49555292511621,0.00282024692049947
77,0.08,2.18399999990722,1.49555334598651,0.00282024691846244
78,0.08,2.18399999993196,1.49555369951756,0.00282024691702514
79,0.08,2.1839999999501,1.49555399648364,0.00282024691601095
80,0.08,2.18399999996341,1.49555424593514,0.00282024691529535
