access_barrier,baseline_decision,baseline_decision_score,baseline_need,baseline_outcome,case_id,implementation_cost,interpretation,service_quality,support_intensity
0.807233,monitor,0.234237,0.524503,0.350238,1,0.418636,Synthetic case generated for intervention modeling; not operational evidence.,0.434019,0.282197
1.0,monitor,0.319051,0.972173,0.412619,2,0.490577,Synthetic case generated for intervention modeling; not operational evidence.,0.494278,0.53807
0.242368,monitor,0.480491,0.515218,0.568279,3,0.159658,Synthetic case generated for intervention modeling; not operational evidence.,0.713649,0.425091
0.878933,monitor,0.169426,0.716587,0.314588,4,0.382724,Synthetic case generated for intervention modeling; not operational evidence.,0.388973,0.151839
0.548334,monitor,0.446545,0.98786,0.542282,5,0.383385,Synthetic case generated for intervention modeling; not operational evidence.,0.419104,0.694122
0.795428,monitor,0.2796,0.709115,0.391106,6,0.078425,Synthetic case generated for intervention modeling; not operational evidence.,0.471194,0.355625
0.839173,monitor,0.331856,0.840772,0.429151,7,0.355094,Synthetic case generated for intervention modeling; not operational evidence.,0.538455,0.459858
0.398412,monitor,0.397884,0.285893,0.484143,8,0.253645,Synthetic case generated for intervention modeling; not operational evidence.,0.737639,0.289334
0.643675,monitor,0.241584,0.432632,0.36389,9,0.231546,Synthetic case generated for intervention modeling; not operational evidence.,0.27973,0.345018
0.519435,monitor,0.35555,0.477155,0.454465,10,0.315476,Synthetic case generated for intervention modeling; not operational evidence.,0.561778,0.362516
1.0,monitor,0.322965,0.988109,0.414766,11,0.415491,Synthetic case generated for intervention modeling; not operational evidence.,0.296197,0.708323
0.45892,monitor,0.332664,0.18045,0.425805,12,0.364743,Synthetic case generated for intervention modeling; not operational evidence.,0.336144,0.478858
0.653557,monitor,0.458034,0.834661,0.532345,13,0.214804,Synthetic case generated for intervention modeling; not operational evidence.,0.743433,0.540592
0.562762,monitor,0.317972,0.325688,0.415661,14,0.142727,Synthetic case generated for intervention modeling; not operational evidence.,0.466504,0.3756
0.252791,monitor,0.394361,0.232489,0.492069,15,0.355641,Synthetic case generated for intervention modeling; not operational evidence.,0.596377,0.315737
0.701034,monitor,0.1894,0.897432,0.353579,16,0.35087,Synthetic case generated for intervention modeling; not operational evidence.,0.426097,0.060694
1.0,monitor,0.308215,0.565555,0.380379,17,0.371839,Synthetic case generated for intervention modeling; not operational evidence.,0.333705,0.681213
0.622431,monitor,0.330595,0.740728,0.443301,18,0.447075,Synthetic case generated for intervention modeling; not operational evidence.,0.488416,0.382679
0.377427,monitor,0.305617,0.404857,0.429315,19,0.244665,Synthetic case generated for intervention modeling; not operational evidence.,0.289357,0.369184
0.794151,monitor,0.175548,0.161659,0.2968,20,0.32118,Synthetic case generated for intervention modeling; not operational evidence.,0.598752,0.006611
0.804753,monitor,0.268791,0.697967,0.381487,21,0.487575,Synthetic case generated for intervention modeling; not operational evidence.,0.302957,0.468022
0.490862,monitor,0.409374,0.696263,0.504779,22,0.333921,Synthetic case generated for intervention modeling; not operational evidence.,0.31926,0.669829
0.803135,monitor,0.362787,0.689614,0.444329,23,0.449886,Synthetic case generated for intervention modeling; not operational evidence.,0.600647,0.492091
0.542373,monitor,0.318851,0.071089,0.40476,24,0.175503,Synthetic case generated for intervention modeling; not operational evidence.,0.727671,0.18165
0.514213,monitor,0.273781,0.725602,0.415234,25,0.337036,Synthetic case generated for intervention modeling; not operational evidence.,0.411397,0.22427
0.737067,monitor,0.250239,0.280398,0.352762,26,0.305426,Synthetic case generated for intervention modeling; not operational evidence.,0.434582,0.313146
0.330263,monitor,0.48035,0.564147,0.562441,27,0.399385,Synthetic case generated for intervention modeling; not operational evidence.,0.707887,0.474802
0.14395,monitor,0.483479,0.491213,0.577547,28,0.454032,Synthetic case generated for intervention modeling; not operational evidence.,0.580497,0.487516
0.574204,monitor,0.19415,0.268621,0.33227,29,0.400203,Synthetic case generated for intervention modeling; not operational evidence.,0.393969,0.093018
0.538698,monitor,0.389854,0.67639,0.486711,30,0.31825,Synthetic case generated for intervention modeling; not operational evidence.,0.449563,0.539165
0.202952,monitor,0.522152,0.196503,0.579291,31,0.45316,Synthetic case generated for intervention modeling; not operational evidence.,0.579531,0.663438
0.9064,monitor,0.349464,0.978131,0.444113,32,0.482959,Synthetic case generated for intervention modeling; not operational evidence.,0.782136,0.335303
0.588438,monitor,0.482776,0.605365,0.539151,33,0.336732,Synthetic case generated for intervention modeling; not operational evidence.,0.446439,0.838857
0.46184,monitor,0.45274,0.021374,0.49813,34,0.385595,Synthetic case generated for intervention modeling; not operational evidence.,0.741955,0.505497
0.661488,monitor,0.301275,0.579632,0.410779,35,0.36373,Synthetic case generated for intervention modeling; not operational evidence.,0.525469,0.309917
0.375938,monitor,0.370588,0.317379,0.467299,36,0.160161,Synthetic case generated for intervention modeling; not operational evidence.,0.326392,0.530477
0.429167,monitor,0.460117,0.513362,0.534952,37,0.349434,Synthetic case generated for intervention modeling; not operational evidence.,0.532762,0.62301
0.612128,monitor,0.344546,0.898319,0.464196,38,0.293099,Synthetic case generated for intervention modeling; not operational evidence.,0.63854,0.27665
0.730854,monitor,0.26437,0.653121,0.382749,39,0.377051,Synthetic case generated for intervention modeling; not operational evidence.,0.249777,0.461052
1.0,monitor,0.314048,0.983207,0.410385,40,0.309952,Synthetic case generated for intervention modeling; not operational evidence.,0.546942,0.479946
0.200033,monitor,0.447239,0.415114,0.54407,41,0.259047,Synthetic case generated for intervention modeling; not operational evidence.,0.658074,0.363181
0.599402,monitor,0.370489,0.720897,0.47129,42,0.157469,Synthetic case generated for intervention modeling; not operational evidence.,0.560606,0.424911
0.468508,monitor,0.454297,0.048526,0.499424,43,0.392241,Synthetic case generated for intervention modeling; not operational evidence.,0.636216,0.596655
