scenario_name,stochastic,stock,time_step
baseline_growth,False,100.0,0
baseline_growth,False,105.0,1
baseline_growth,False,110.25,2
baseline_growth,False,115.7625,3
baseline_growth,False,121.550625,4
baseline_growth,False,127.628156,5
baseline_growth,False,134.009564,6
baseline_growth,False,140.710042,7
baseline_growth,False,147.745544,8
baseline_growth,False,155.132822,9
baseline_growth,False,162.889463,10
baseline_growth,False,171.033936,11
baseline_growth,False,179.585633,12
baseline_growth,False,188.564914,13
baseline_growth,False,197.99316,14
baseline_growth,False,207.892818,15
baseline_growth,False,218.287459,16
baseline_growth,False,229.201832,17
baseline_growth,False,240.661923,18
baseline_growth,False,252.69502,19
baseline_growth,False,265.329771,20
baseline_growth,False,278.596259,21
baseline_growth,False,292.526072,22
baseline_growth,False,307.152376,23
baseline_growth,False,322.509994,24
baseline_growth,False,338.635494,25
baseline_growth,False,355.567269,26
baseline_growth,False,373.345632,27
baseline_growth,False,392.012914,28
baseline_growth,False,411.61356,29
baseline_growth,False,432.194238,30
moderate_intervention,False,100.0,0
moderate_intervention,False,101.0,1
moderate_intervention,False,102.01,2
moderate_intervention,False,103.0301,3
moderate_intervention,False,104.060401,4
moderate_intervention,False,105.101005,5
moderate_intervention,False,106.152015,6
moderate_intervention,False,107.213535,7
moderate_intervention,False,108.285671,8
moderate_intervention,False,109.368527,9
moderate_intervention,False,110.462213,10
moderate_intervention,False,111.566835,11
moderate_intervention,False,112.682503,12
moderate_intervention,False,113.809328,13
moderate_intervention,False,114.947421,14
moderate_intervention,False,116.096896,15
moderate_intervention,False,117.257864,16
moderate_intervention,False,118.430443,17
moderate_intervention,False,119.614748,18
moderate_intervention,False,120.810895,19
moderate_intervention,False,122.019004,20
moderate_intervention,False,123.239194,21
moderate_intervention,False,124.471586,22
moderate_intervention,False,125.716302,23
moderate_intervention,False,126.973465,24
moderate_intervention,False,128.2432,25
moderate_intervention,False,129.525631,26
moderate_intervention,False,130.820888,27
moderate_intervention,False,132.129097,28
moderate_intervention,False,133.450388,29
moderate_intervention,False,134.784892,30
strong_intervention,False,100.0,0
strong_intervention,False,97.0,1
strong_intervention,False,94.09,2
strong_intervention,False,91.2673,3
strong_intervention,False,88.529281,4
strong_intervention,False,85.873403,5
strong_intervention,False,83.2972,6
strong_intervention,False,80.798284,7
strong_intervention,False,78.374336,8
strong_intervention,False,76.023106,9
strong_intervention,False,73.742413,10
strong_intervention,False,71.53014,11
strong_intervention,False,69.384236,12
strong_intervention,False,67.302709,13
strong_intervention,False,65.283628,14
strong_intervention,False,63.325119,15
strong_intervention,False,61.425365,16
strong_intervention,False,59.582604,17
strong_intervention,False,57.795126,18
strong_intervention,False,56.061272,19
strong_intervention,False,54.379434,20
strong_intervention,False,52.748051,21
strong_intervention,False,51.16561,22
strong_intervention,False,49.630641,23
strong_intervention,False,48.141722,24
strong_intervention,False,46.697471,25
strong_intervention,False,45.296546,26
strong_intervention,False,43.93765,27
strong_intervention,False,42.619521,28
strong_intervention,False,41.340935,29
strong_intervention,False,40.100707,30
